Product Id,Product Handle,Product Title,Product Status,Product Description,Product Subtitle,Product External Id,Product Thumbnail,Product Collection Id,Product Type Id,Product Created At,Product Deleted At,Product Discountable,Product Height,Product Hs Code,Product Image 1,Product Image 2,Product Image 3,Product Image 4,Product Is Giftcard,Product Length,Product Material,Product Mid Code,Product Origin Country,Product Sales Channel 1,Product Updated At,Product Weight,Product Width,Variant Id,Variant Title,Variant Sku,Variant Upc,Variant Ean,Variant Hs Code,Variant Mid Code,Variant Manage Inventory,Variant Allow Backorder,Variant Barcode,Variant Created At,Variant Deleted At,Variant Height,Variant Length,Variant Material,Variant Metadata,Variant Option 1 Name,Variant Option 1 Value,Variant Option 2 Name,Variant Option 2 Value,Variant Origin Country,Variant Price EUR,Variant Price Europe [EUR],Variant Price USD,Variant Product Id,Variant Updated At,Variant Variant Rank,Variant Weight,Variant Width
prod_01JE69FJKD3J0NFTXV3VAHYA1E,sweatshirt,Medusa Sweatshirt,published,"Reimagine the feeling of a classic sweatshirt. With our cotton sweatshirt, everyday essentials no longer have to be ordinary.",,,https://medusa-public-images.s3.eu-west-1.amazonaws.com/sweatshirt-vintage-front.png,,,2024-12-03T12:56:18.237Z,,true,,,https://medusa-public-images.s3.eu-west-1.amazonaws.com/sweatshirt-vintage-front.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/sweatshirt-vintage-back.png,,,false,,,,,sc_01JE68SC8228FAMVRE7RE9M61F,2024-12-03T12:56:18.237Z,400,,variant_01JE69FJQRNMZX4D7GQV6P7505,S,SWEATSHIRT-S,,,,,true,false,,2024-12-03T12:56:18.427Z,,,,,,Size,S,,,,10,,15,prod_01JE69FJKD3J0NFTXV3VAHYA1E,2024-12-03T12:56:18.427Z,0,,
prod_01JE69FJKD3J0NFTXV3VAHYA1E,sweatshirt,Medusa Sweatshirt,published,"Reimagine the feeling of a classic sweatshirt. With our cotton sweatshirt, everyday essentials no longer have to be ordinary.",,,https://medusa-public-images.s3.eu-west-1.amazonaws.com/sweatshirt-vintage-front.png,,,2024-12-03T12:56:18.237Z,,true,,,https://medusa-public-images.s3.eu-west-1.amazonaws.com/sweatshirt-vintage-front.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/sweatshirt-vintage-back.png,,,false,,,,,sc_01JE68SC8228FAMVRE7RE9M61F,2024-12-03T12:56:18.237Z,400,,variant_01JE69FJQR78KTM138Y6DVG6DS,M,SWEATSHIRT-M,,,,,true,false,,2024-12-03T12:56:18.427Z,,,,,,Size,M,,,,10,,15,prod_01JE69FJKD3J0NFTXV3VAHYA1E,2024-12-03T12:56:18.427Z,0,,
prod_01JE69FJKD3J0NFTXV3VAHYA1E,sweatshirt,Medusa Sweatshirt,published,"Reimagine the feeling of a classic sweatshirt. With our cotton sweatshirt, everyday essentials no longer have to be ordinary.",,,https://medusa-public-images.s3.eu-west-1.amazonaws.com/sweatshirt-vintage-front.png,,,2024-12-03T12:56:18.237Z,,true,,,https://medusa-public-images.s3.eu-west-1.amazonaws.com/sweatshirt-vintage-front.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/sweatshirt-vintage-back.png,,,false,,,,,sc_01JE68SC8228FAMVRE7RE9M61F,2024-12-03T12:56:18.237Z,400,,variant_01JE69FJQRX8FRAVSYCAWXQNA4,L,SWEATSHIRT-L,,,,,true,false,,2024-12-03T12:56:18.427Z,,,,,,Size,L,,,,10,,15,prod_01JE69FJKD3J0NFTXV3VAHYA1E,2024-12-03T12:56:18.427Z,0,,
prod_01JE69FJKD3J0NFTXV3VAHYA1E,sweatshirt,Medusa Sweatshirt,published,"Reimagine the feeling of a classic sweatshirt. With our cotton sweatshirt, everyday essentials no longer have to be ordinary.",,,https://medusa-public-images.s3.eu-west-1.amazonaws.com/sweatshirt-vintage-front.png,,,2024-12-03T12:56:18.237Z,,true,,,https://medusa-public-images.s3.eu-west-1.amazonaws.com/sweatshirt-vintage-front.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/sweatshirt-vintage-back.png,,,false,,,,,sc_01JE68SC8228FAMVRE7RE9M61F,2024-12-03T12:56:18.237Z,400,,variant_01JE69FJQSBJTA43PX6ZG08GKW,XL,SWEATSHIRT-XL,,,,,true,false,,2024-12-03T12:56:18.427Z,,,,,,Size,XL,,,,10,,15,prod_01JE69FJKD3J0NFTXV3VAHYA1E,2024-12-03T12:56:18.427Z,0,,
prod_01JE69FJKDEY4QPYVCS75G7HPM,t-shirt,Medusa T-Shirt,published,"Reimagine the feeling of a classic T-shirt. With our cotton T-shirts, everyday essentials no longer have to be ordinary.",,,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-black-front.png,,,2024-12-03T12:56:18.237Z,,true,,,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-black-front.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-black-back.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-white-front.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-white-back.png,false,,,,,sc_01JE68SC8228FAMVRE7RE9M61F,2024-12-03T12:56:18.237Z,400,,variant_01JE69FJQPPZ7BKXBQWC8GED91,S / Black,SHIRT-S-BLACK,,,,,true,false,,2024-12-03T12:56:18.426Z,,,,,,Size,S,Color,Black,,10,,15,prod_01JE69FJKDEY4QPYVCS75G7HPM,2024-12-03T12:56:18.426Z,0,,
prod_01JE69FJKDEY4QPYVCS75G7HPM,t-shirt,Medusa T-Shirt,published,"Reimagine the feeling of a classic T-shirt. With our cotton T-shirts, everyday essentials no longer have to be ordinary.",,,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-black-front.png,,,2024-12-03T12:56:18.237Z,,true,,,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-black-front.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-black-back.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-white-front.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-white-back.png,false,,,,,sc_01JE68SC8228FAMVRE7RE9M61F,2024-12-03T12:56:18.237Z,400,,variant_01JE69FJQQXKTWY9HPMF2TW12H,S / White,SHIRT-S-WHITE,,,,,true,false,,2024-12-03T12:56:18.427Z,,,,,,Size,S,Color,White,,10,,15,prod_01JE69FJKDEY4QPYVCS75G7HPM,2024-12-03T12:56:18.427Z,0,,
prod_01JE69FJKDEY4QPYVCS75G7HPM,t-shirt,Medusa T-Shirt,published,"Reimagine the feeling of a classic T-shirt. With our cotton T-shirts, everyday essentials no longer have to be ordinary.",,,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-black-front.png,,,2024-12-03T12:56:18.237Z,,true,,,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-black-front.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-black-back.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-white-front.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-white-back.png,false,,,,,sc_01JE68SC8228FAMVRE7RE9M61F,2024-12-03T12:56:18.237Z,400,,variant_01JE69FJQQWVZ43CNK4KX99HVM,M / Black,SHIRT-M-BLACK,,,,,true,false,,2024-12-03T12:56:18.427Z,,,,,,Size,M,Color,Black,,10,,15,prod_01JE69FJKDEY4QPYVCS75G7HPM,2024-12-03T12:56:18.427Z,0,,
prod_01JE69FJKDEY4QPYVCS75G7HPM,t-shirt,Medusa T-Shirt,published,"Reimagine the feeling of a classic T-shirt. With our cotton T-shirts, everyday essentials no longer have to be ordinary.",,,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-black-front.png,,,2024-12-03T12:56:18.237Z,,true,,,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-black-front.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-black-back.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-white-front.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-white-back.png,false,,,,,sc_01JE68SC8228FAMVRE7RE9M61F,2024-12-03T12:56:18.237Z,400,,variant_01JE69FJQQ235T4548NNZ1PBK1,M / White,SHIRT-M-WHITE,,,,,true,false,,2024-12-03T12:56:18.427Z,,,,,,Size,M,Color,White,,10,,15,prod_01JE69FJKDEY4QPYVCS75G7HPM,2024-12-03T12:56:18.427Z,0,,
prod_01JE69FJKDEY4QPYVCS75G7HPM,t-shirt,Medusa T-Shirt,published,"Reimagine the feeling of a classic T-shirt. With our cotton T-shirts, everyday essentials no longer have to be ordinary.",,,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-black-front.png,,,2024-12-03T12:56:18.237Z,,true,,,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-black-front.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-black-back.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-white-front.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-white-back.png,false,,,,,sc_01JE68SC8228FAMVRE7RE9M61F,2024-12-03T12:56:18.237Z,400,,variant_01JE69FJQQ8V6J1NAR7ZV1SZKQ,L / Black,SHIRT-L-BLACK,,,,,true,false,,2024-12-03T12:56:18.427Z,,,,,,Size,L,Color,Black,,10,,15,prod_01JE69FJKDEY4QPYVCS75G7HPM,2024-12-03T12:56:18.427Z,0,,
prod_01JE69FJKDEY4QPYVCS75G7HPM,t-shirt,Medusa T-Shirt,published,"Reimagine the feeling of a classic T-shirt. With our cotton T-shirts, everyday essentials no longer have to be ordinary.",,,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-black-front.png,,,2024-12-03T12:56:18.237Z,,true,,,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-black-front.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-black-back.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-white-front.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-white-back.png,false,,,,,sc_01JE68SC8228FAMVRE7RE9M61F,2024-12-03T12:56:18.237Z,400,,variant_01JE69FJQRHSPV0PKJ2VM98J1D,L / White,SHIRT-L-WHITE,,,,,true,false,,2024-12-03T12:56:18.427Z,,,,,,Size,L,Color,White,,10,,15,prod_01JE69FJKDEY4QPYVCS75G7HPM,2024-12-03T12:56:18.427Z,0,,
